576972946502,1744312884682
779351395207,1744314239098
779351395210,1744315908025
576972946506,1744315919352
779351395211,1744316336570
576972946507,1744316405335
779351395212,1744316406211
576972946508,1744316407186
779351395213,1744316408068
576972946509,1744316408965
779351395214,1744316409915
576972946510,1744316410860
779351395215,1744316411727
576972946511,1744316412568
779351395216,1744316413481
576972946512,1744316414420
779351395217,1744316417766
576972946513,1744316418661
779351395218,1744316419573
576972946514,1744316420455
779351395219,1744316421358
576972946515,1744316422212
779351395220,1744316423106
576972946516,1744316423977
779351395221,1744316424879
576972946517,1744316425599
779351395222,1744316426456
576972946518,1744316427146
779351395223,1744316427998
576972946519,1744316428849
779351395224,1744316429737
576972946520,1744316430593
779351395225,1744316431461
576972946521,1744316432323
779351395226,1744316433197
576972946522,1744316434084
779351395227,1744316434771
576972946523,1744316435462
779351395228,1744316436337
576972946524,1744316437180
779351395229,1744316438038
576972946525,1744316438728
779351395230,1744316439575
576972946526,1744316440442
779351395231,1744316441298
576972946527,1744316442185
779351395232,1744316443076
576972946528,1744316443920
779351395233,1744316444772
576972946529,1744316445596
779351395234,1744316446461
576972946530,1744316447314
779351395235,1744316447999
576972946531,1744316448845
779351395236,1744316449690
576972946532,1744316450522
779351395237,1744316451357
576972946533,1744316452058
779351395238,1744316452959
576972946534,1744316453801
779351395239,1744316454640
576972946535,1744316455471
779351395240,1744316456356
576972946536,1744316457192
779351395241,1744316458020
576972946537,1744316458717
779351395242,1744316459555
576972946538,1744316460448
779351395243,1744316461356
576972946539,1744316462222
779351395244,1744316463074
576972946540,1744316463944
779351395245,1744316464846
576972946541,1744316465739
779351395246,1744316466616
576972946542,1744316467491
779351395247,1744316468342
576972946543,1744316469187
779351395248,1744316470026
576972946544,1744316470870
779351395249,1744316471716
576972946545,1744316472619
779351395250,1744316473939
576972946546,1744316474822
779351395251,1744316475687
576972946547,1744316476546
779351395252,1744316477431
576972946548,1744316480303
779351395253,1744316481279
576972946549,1744316482127
779351395254,1744316482977
576972946550,1744316483821
779351395255,1744316484670
576972946551,1744316485506
779351395256,1744316486244
576972946552,1744316487084
779351395257,1744316487915
576972946553,1744316488753
779351395258,1744316489594
576972946554,1744316490271
779351395259,1744316491222
576972946555,1744316492058
779351395260,1744316492890
576972946556,1744316493729
779351395261,1744316494541
576972946557,1744316495376
779351395262,1744316496252
576972946558,1744316497095
779351395263,1744316497930
576972946559,1744316498777
779351395264,1744316499637
576972946560,1744316500483
779351395265,1744316501326
576972946561,1744316502157
779351395266,1744316502835
576972946562,1744316503772
779351395267,1744316504597
576972946563,1744316505441
779351395268,1744316506289
576972946564,1744316507145
779351395269,1744316507987
576972946565,1744316508836
779351395270,1744316509649
576972946566,1744316510516
779351395271,1744316511345
576972946567,1744316512171
779351395272,1744316513005
576972946568,1744316513678
779351395273,1744316514364
576972946569,1744316515209
779351395274,1744316516042
576972946570,1744316516880
779351395275,1744316517714
576972946571,1744316518558
779351395276,1744316519406
576972946572,1744316520246
779351395277,1744316521231
576972946573,1744316521911
779351395278,1744316522739
576972946574,1744316523580
779351395279,1744316524442
576972946575,1744316525277
779351395280,1744316526107
576972946576,1744316526961
779351395281,1744316527803
576972946577,1744316528653
779351395282,1744316529487
576972946578,1744316530166
779351395283,1744316531015
576972946579,1744316531854
779351395284,1744316532720
576972946580,1744316533575
779351395285,1744316534408
576972946581,1744316535246
779351395286,1744316535940
576972946582,1744316536620
779351395287,1744316537453
576972946583,1744316538314
779351395288,1744316539137
576972946584,1744316539993
779351395289,1744316542994
576972946585,1744316543818
779351395290,1744316544653
576972946586,1744316545481
779351395291,1744316546318
576972946587,1744316546996
779351395292,1744316547676
576972946588,1744316548532
779351395293,1744316549382
576972946589,1744316550203
779351395294,1744316551060
576972946590,1744316551893
779351395295,1744316552735
576972946591,1744316553567
779351395296,1744316554246
576972946592,1744316555088
779351395297,1744316555903
576972946593,1744316556722
779351395298,1744316557610
576972946594,1744316558453
779351395299,1744316559278
576972946595,1744316560108
779351395300,1744316560948
576972946596,1744316561777
779351395301,1744316562599
576972946597,1744316563424
779351395302,1744316564101
576972946598,1744316564920
779351395303,1744316720166
576972946599,1744316720992
779351395304,1744316721830
576972946600,1744316722669
779351395305,1744316723494
576972946601,1744316724330
779351395306,1744316725189
576972946602,1744316725920
779351395307,1744316726021
576972946603,1744316726751
779351395308,1744316726874
576972946604,1744316727596
779351395309,1744316727725
576972946605,1744316729786
779351395310,1744316729787
576972946606,1744316730617
779351395311,1744316730618
576972946607,1744316731290
779351395312,1744316731441
576972946608,1744316731926
779351395313,1744316732118
576972946609,1744316732271
779351395314,1744316732783
576972946610,1744316732806
779351395315,1744316733102
576972946611,1744316733630
779351395316,1744316733642
576972946612,1744316733782
779351395317,1744316734302
779351395318,1744316734442
576972946613,1744316734457
576972946614,1744316735112
779351395319,1744316735270
576972946615,1744316735311
779351395320,1744316735921
576972946616,1744316736099
779351395321,1744316736134
576972946617,1744316736764
779351395322,1744316736947
576972946618,1744316736962
779351395323,1744316737585
576972946619,1744316737626
779351395324,1744316737629
576972946620,1744316737925
779351395325,1744316738408
779351395326,1744316738437
576972946621,1744316738474
576972946622,1744316738740
779351395327,1744316739077
576972946623,1744316739127
779351395328,1744316739301
576972946624,1744316739567
779351395329,1744316739747
576972946625,1744316739799
779351395330,1744316740115
576972946626,1744316740409
779351395331,1744316740417
576972946627,1744316740456
779351395332,1744316740790
576972946628,1744316741233
779351395333,1744316741244
576972946629,1744316741282
779351395334,1744316741618
576972946630,1744316742059
779351395335,1744316742074
576972946631,1744316742104
779351395336,1744316742446
576972946632,1744316742881
779351395337,1744316742901
576972946633,1744316742931
779351395338,1744316743121
779351395339,1744316743700
576972946634,1744316743708
779351395340,1744316743744
576972946635,1744316743797
576972946636,1744316743952
779351395341,1744316744473
779351395342,1744316744516
576972946637,1744316744552
576972946638,1744316744594
779351395343,1744316744787
576972946639,1744316745194
779351395344,1744316745214
576972946640,1744316745290
779351395345,1744316745428
576972946641,1744316745436
779351395346,1744316745868
576972946642,1744316746028
576972946643,1744316746065
779351395347,1744316746106
779351395348,1744316746242
576972946644,1744316746536
779351395349,1744316746689
576972946645,1744316746893
779351395350,1744316746915
576972946646,1744316747040
779351395351,1744316747199
576972946647,1744316747520
779351395352,1744316747563
576972946648,1744316747732
779351395353,1744316747878
576972946649,1744316748029
779351395354,1744316748292
576972946650,1744316748372
779351395355,1744316748439
576972946651,1744316748550
779351395356,1744316748850
779351395357,1744316749114
576972946652,1744316749115
576972946653,1744316749159
779351395358,1744316749208
576972946654,1744316749522
779351395359,1744316749790
779351395360,1744316749877
576972946655,1744316749879
576972946656,1744316749929
779351395361,1744316749965
576972946657,1744316750206
779351395362,1744316750459
779351395363,1744316750484
576972946658,1744316750547
576972946659,1744316750770
779351395364,1744316750788
576972946660,1744316751021
779351395365,1744316751221
576972946661,1744316751222
779351395366,1744316751382
576972946662,1744316751593
779351395367,1744316751601
576972946663,1744316751693
779351395368,1744316751889
779351395369,1744316752024
576972946664,1744316752051
576972946665,1744316752264
779351395370,1744316752268
576972946666,1744316752341
779351395371,1744316752560
576972946667,1744316752698
779351395372,1744316752707
576972946668,1744316752931
779351395373,1744316752952
576972946669,1744316752979
779351395374,1744316753226
576972946670,1744316753523
779351395375,1744316753526
576972946671,1744316753613
576972946672,1744316753746
779351395376,1744316753760
779351395377,1744316753914
576972946673,1744316754198
779351395378,1744316754280
576972946674,1744316754337
779351395379,1744316754435
576972946675,1744316754581
779351395380,1744316754734
576972946676,1744316755023
779351395381,1744316755099
576972946677,1744316755166
576972946678,1744316755228
779351395382,1744316755237
779351395383,1744316755544
576972946679,1744316755757
779351395384,1744316755838
576972946680,1744316755847
779351395385,1744316755866
779351395386,1744316756080
576972946681,1744316756095
576972946682,1744316756404
779351395387,1744316756571
779351395388,1744316756573
576972946684,1744316756578
576972946685,1744316757439
576972946686,1744316757441
779351395389,1744316757473
779351395390,1744316757583
779351395391,1744316757586
576972946688,1744316757659
576972946687,1744316757806
779351395392,1744316758144
576972946689,1744316758306
779351395393,1744316758310
576972946690,1744316758351
779351395394,1744316758384
576972946691,1744316758495
779351395395,1744316758528
576972946692,1744316760577
779351395396,1744316760705
576972946694,1744316760722
576972946693,1744316760722
779351395397,1744316760753
576972946695,1744316760966
779351395398,1744316761184
779351395399,1744316761261
576972946696,1744316761381
779351395400,1744316761391
576972946697,1744316761418
779351395401,1744316761633
576972946698,1744316761794
779351395402,1744316761853
576972946699,1744316761882
779351395403,1744316762062
779351395404,1744316762063
576972946700,1744316762096
576972946701,1744316762188
779351395405,1744316762306
576972946702,1744316762554
779351395406,1744316762615
576972946703,1744316762649
779351395407,1744316762677
576972946704,1744316762694
779351395408,1744316762759
576972946705,1744316763004
779351395409,1744316763129
576972946706,1744316763290
779351395410,1744316763303
576972946707,1744316763321
576972946708,1744316763416
779351395411,1744316763417
779351395412,1744316763419
576972946709,1744316763802
779351395413,1744316763818
576972946711,1744316764011
576972946710,1744316764011
779351395414,1744316764032
779351395416,1744316764070
576972946712,1744316764096
779351395415,1744316764104
576972946713,1744316764500
779351395417,1744316764618
779351395418,1744316764652
576972946714,1744316764682
576972946715,1744316764754
779351395419,1744316764825
576972946716,1744316764895
779351395420,1744316764918
576972946717,1744316765165
779351395421,1744316765326
576972946718,1744316765468
779351395422,1744316765487
779351395423,1744316765534
